,出现次数,召回率,查准率,f1-score
los_angeles_lakers-套装（不包含爬服类）,1.0,1.0,1.0,1.0
los_angeles_dodgers-时尚拖鞋,1.0,0.0,0.0,0.0
los_angeles_dodgers-拎包/手提包,1.0,0.0,0.0,0.0
los_angeles_dodgers-戒指/指环,1.0,0.0,0.0,0.0
lonsdale-时尚/休闲套装,1.0,0.0,0.0,0.0
lonsdale-Polo衫,1.0,0.0,0.0,0.0
longchamp-拎包/手提包,1.0,1.0,1.0,1.0
longchamp-手提包,1.0,1.0,1.0,1.0
lol_surprise-连衣裙,1.0,1.0,1.0,1.0
lol_surprise-家居服套装,1.0,1.0,1.0,1.0
lol_surprise-仿真娃娃,1.0,1.0,1.0,1.0
loewe-鸭舌帽,1.0,1.0,1.0,1.0
loewe-连衣裙,1.0,1.0,0.5,0.6667
loewe-男式睡衣/家居服套装,1.0,1.0,1.0,1.0
loewe-牛仔长裤,1.0,1.0,1.0,1.0
loewe-时尚拖鞋,1.0,1.0,0.037,0.0714
loewe-家居凉拖鞋,1.0,1.0,1.0,1.0
loewe-女士上衣,1.0,1.0,0.1667,0.2857
loewe-单肩包,1.0,1.0,0.0667,0.125
loewe-A型连衣裙,1.0,1.0,0.25,0.4
liverpool_fc-马克杯,1.0,1.0,1.0,1.0
liverpool_fc-运动套装,1.0,0.0,0.0,0.0
liverpool_fc-短袖T恤,1.0,1.0,1.0,1.0
liverpool_fc-男运动套装,1.0,1.0,1.0,1.0
michael_kors-女式钱包,1.0,1.0,1.0,1.0
michael_kors-手拿包,1.0,1.0,1.0,1.0
michael_kors-手镯,1.0,0.0,0.0,0.0
naruto-马克杯,1.0,0.0,0.0,0.0
nba-宣传单/海报/说明书,1.0,1.0,1.0,1.0
nba-其它手办,1.0,1.0,1.0,1.0
nba-人偶/摆件/硬体公仔,1.0,1.0,1.0,1.0
nasa-连帽卫衣,1.0,0.0,0.0,0.0
nasa-苹果手机保护壳/套,1.0,1.0,0.3333,0.5
nasa-耳机配件,1.0,1.0,1.0,1.0
nasa-短袖Polo衫,1.0,1.0,1.0,1.0
nasa-男袜,1.0,1.0,1.0,1.0
nasa-时尚/休闲套装,1.0,0.0,0.0,0.0
nasa-床笠,1.0,1.0,1.0,1.0
nasa-床品套件/四件套/多件套,1.0,1.0,1.0,1.0
nasa-外穿背心/吊带,1.0,1.0,1.0,1.0
nasa-T恤,1.0,1.0,1.0,1.0
naruto-鼠标垫/贴/腕垫,1.0,0.0,0.0,0.0
naruto-连身衣/爬服/哈衣,1.0,0.0,0.0,0.0
michael_kors-耳机配件,1.0,0.0,0.0,0.0
naruto-贴纸,1.0,0.0,0.0,0.0
naruto-苹果手机保护壳/套,1.0,0.0,0.0,0.0
naruto-套装（不包含爬服类）,1.0,0.0,0.0,0.0
naruto-T恤,1.0,0.0,0.0,0.0
naruto-Cosplay女装,1.0,0.0,0.0,0.0
napapijri-沙滩裤,1.0,0.0,0.0,0.0
napapijri-休闲短裤,1.0,0.0,0.0,0.0
my_neighbour_totoro-贴纸/贴画,1.0,0.0,0.0,0.0
my_neighbour_totoro-卡包,1.0,0.0,0.0,0.0
my_little_pony-T恤,1.0,0.0,0.0,0.0
motorhead-男运动中长裤、短裤,1.0,1.0,1.0,1.0
moose-马克杯,1.0,0.0,0.0,0.0
montblanc-斜挎小包,1.0,0.0,0.0,0.0
montblanc-墨镜,1.0,0.0,0.0,0.0
nba-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
nba-笔记本个性小贴纸,1.0,1.0,1.0,1.0
nba-苹果手机保护壳/套,1.0,1.0,1.0,1.0
nba-项链,1.0,1.0,1.0,1.0
nike-S型连衣裙,1.0,1.0,0.0833,0.1538
nigeria-男士足球服,1.0,0.0,0.0,0.0
nfl-马克杯,1.0,1.0,1.0,1.0
nfl-短袖T恤,1.0,1.0,1.0,1.0
nfl-男运动t恤,1.0,0.0,0.0,0.0
nfl-其它节庆用品,1.0,1.0,1.0,1.0
neymar-运动套装,1.0,0.0,0.0,0.0
new_york_yankees-马克杯,1.0,0.0,0.0,0.0
new_york_yankees-苹果手机保护壳/套,1.0,1.0,0.3333,0.5
new_york_yankees-腰包/胸包,1.0,1.0,0.3333,0.5
new_york_yankees-短袖T恤,1.0,1.0,0.0238,0.0465
new_york_yankees-短袖Polo衫,1.0,1.0,0.5,0.6667
new_york_yankees-男士跑步鞋,1.0,1.0,0.027,0.0526
new_york_yankees-现代装饰画,1.0,1.0,0.3333,0.5
new_york_yankees-牛仔长裤,1.0,0.0,0.0,0.0
new_york_yankees-拖鞋,1.0,1.0,0.3333,0.5
new_york_yankees-拎包/手提包,1.0,1.0,0.0909,0.1667
new_york_yankees-休闲长裤,1.0,1.0,1.0,1.0
new_york_yankees-乐福鞋/单鞋,1.0,1.0,0.25,0.4
new_york_jets-短袖T恤,1.0,1.0,1.0,1.0
new_york_giants-时尚/休闲套装,1.0,1.0,1.0,1.0
new_orleans_saints-时尚/休闲套装,1.0,1.0,1.0,1.0
new_era-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
new_england_patriots-短袖T恤,1.0,1.0,1.0,1.0
new_england_patriots-时尚/休闲套装,1.0,1.0,1.0,1.0
new_england_patriots-女装卫衣,1.0,1.0,1.0,1.0
new_balance-马克杯,1.0,1.0,1.0,1.0
new_balance-女式板鞋,1.0,1.0,0.25,0.4
netflix-马克杯,1.0,0.0,0.0,0.0
mont_blanc-钢笔,1.0,0.0,0.0,0.0
monster_energy-时尚/休闲套装,1.0,1.0,1.0,1.0
moncler-男运动长裤,1.0,1.0,1.0,1.0
miffy-运动鞋,1.0,1.0,1.0,1.0
mickey_mouse-纹身贴,1.0,1.0,1.0,1.0
mickey_mouse-空调罩,1.0,1.0,1.0,1.0
mickey_mouse-短袖Polo衫,1.0,1.0,1.0,1.0
mickey_mouse-男式板鞋,1.0,1.0,1.0,1.0
mickey_mouse-现代装饰画,1.0,1.0,1.0,1.0
mickey_mouse-牛仔裤,1.0,1.0,1.0,1.0
mickey_mouse-气球,1.0,1.0,1.0,1.0
mickey_mouse-欧美模特套装,1.0,1.0,1.0,1.0
mickey_mouse-时尚拖鞋,1.0,0.0,0.0,0.0
mickey_mouse-旅行袋,1.0,1.0,1.0,1.0
mickey_mouse-戒指/指环,1.0,1.0,1.0,1.0
mickey_mouse-帽子,1.0,1.0,1.0,1.0
mickey_mouse-小夜灯,1.0,1.0,1.0,1.0
mickey_mouse-家居裙/睡裙,1.0,1.0,1.0,1.0
mickey_mouse-妈咪包/袋,1.0,1.0,0.5,0.6667
mickey_mouse-女装卫衣,1.0,1.0,1.0,1.0
mickey_mouse-女袜,1.0,1.0,1.0,1.0
mickey_mouse-女士背包,1.0,0.0,0.0,0.0
mickey_mouse-女士上衣,1.0,1.0,1.0,1.0
mickey_mouse-套头毛衣/针织衫,1.0,1.0,1.0,1.0
mickey_mouse-外穿背心/吊带,1.0,1.0,1.0,1.0
mickey_mouse-单肩包,1.0,1.0,1.0,1.0
mickey_mouse-创意零钱包,1.0,1.0,1.0,1.0
mickey_mouse-其它手办,1.0,1.0,1.0,1.0
mickey_mouse-其他DIY饰品配件,1.0,1.0,1.0,1.0
mickey_mouse-其他,1.0,1.0,1.0,1.0
mickey_mouse-儿童袜子(0-16岁),1.0,1.0,1.0,1.0
mickey_mouse-丝巾,1.0,1.0,1.0,1.0
mickey_mouse-DIY模具,1.0,1.0,1.0,1.0
mido-机械表,1.0,0.0,0.0,0.0
milwaukee_bucks-鸭舌帽,1.0,1.0,1.0,1.0
moncler-男运动中长裤、短裤,1.0,1.0,1.0,1.0
minecraft-马克杯,1.0,0.0,0.0,0.0
moncler-牛仔长裤,1.0,1.0,1.0,1.0
moncler-休闲鞋,1.0,1.0,1.0,1.0
moncler-休闲长裤,1.0,1.0,1.0,1.0
moncler-休闲短裤,1.0,1.0,1.0,1.0
monchhichi-包挂件,1.0,0.0,0.0,0.0
mona_lisa-短袖T恤,1.0,0.0,0.0,0.0
mona_lisa-现代装饰画,1.0,0.0,0.0,0.0
mona_lisa-牛仔外套,1.0,0.0,0.0,0.0
mona_lisa-单肩包,1.0,0.0,0.0,0.0
mlb-男运动中长裤、短裤,1.0,0.0,0.0,0.0
mlb-休闲鞋,1.0,0.0,0.0,0.0
mizuno-时尚/休闲套装,1.0,1.0,1.0,1.0
miu_miu-耳环,1.0,1.0,0.5,0.6667
miu_miu-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
miu_miu-发夹,1.0,1.0,0.3333,0.5
miu_miu-单肩包,1.0,1.0,0.1111,0.2
miu_miu-休闲鞋,1.0,1.0,0.1667,0.2857
minnie_mouse-迷你风扇,1.0,0.0,0.0,0.0
minnie_mouse-运动鞋,1.0,0.0,0.0,0.0
minnie_mouse-苹果手机保护壳/套,1.0,0.0,0.0,0.0
minnie_mouse-妈咪包/袋,1.0,0.0,0.0,0.0
minnie_mouse-卫衣/绒衫,1.0,0.0,0.0,0.0
minnie_mouse-凉鞋,1.0,0.0,0.0,0.0
minnie_mouse-T恤,1.0,0.0,0.0,0.0
minnesota_vikings-时尚/休闲套装,1.0,1.0,1.0,1.0
minnesota_timberwolves-马克杯,1.0,1.0,1.0,1.0
minions-家居服套装,1.0,0.0,0.0,0.0
minions-动漫手表/项链/饰品,1.0,0.0,0.0,0.0
minions-其它玩具,1.0,0.0,0.0,0.0
lacoste-彩色太阳镜,1.0,1.0,1.0,1.0
lacoste-女装卫衣,1.0,1.0,1.0,1.0
fc_bayern_munchen-马克杯,1.0,1.0,1.0,1.0
givenchy-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
goyard-女式钱包,1.0,1.0,1.0,1.0
goyard-化妆包,1.0,1.0,1.0,1.0
golds_gym-男装背心,1.0,0.0,0.0,0.0
golden_state_warriors-短袖T恤,1.0,1.0,1.0,1.0
golden_state_warriors-其它节庆用品,1.0,1.0,1.0,1.0
golden_goose_deluxe_brand-板鞋,1.0,0.0,0.0,0.0
golden_goose_deluxe_brand-女士跑步鞋,1.0,0.0,0.0,0.0
golden_goose-板鞋,1.0,1.0,0.5,0.6667
golden_goose-休闲鞋,1.0,1.0,0.0909,0.1667
givenchy-防晒袖套,1.0,0.0,0.0,0.0
givenchy-石英表,1.0,1.0,1.0,1.0
givenchy-短袖Polo衫,1.0,1.0,1.0,1.0
givenchy-现代装饰画,1.0,1.0,1.0,1.0
givenchy-拎包/手提包,1.0,0.0,0.0,0.0
givenchy-墨镜,1.0,1.0,1.0,1.0
gant-男士健身套装,1.0,1.0,1.0,1.0
givenchy-单肩包,1.0,1.0,1.0,1.0
givenchy-休闲长裤,1.0,1.0,1.0,1.0
givenchy-乐福鞋,1.0,1.0,1.0,1.0
givenchy-丝巾,1.0,1.0,1.0,1.0
givenchy-H型连衣裙,1.0,1.0,1.0,1.0
giuseppe_zanotti-高跟凉鞋,1.0,1.0,0.5,0.6667
giuseppe_zanotti-男士跑步鞋,1.0,0.0,0.0,0.0
giuseppe_zanotti-时尚拖鞋,1.0,1.0,1.0,1.0
genshin_impact-小夜灯,1.0,0.0,0.0,0.0
genshin_impact-其它手办,1.0,0.0,0.0,0.0
garfield-背心吊带,1.0,0.0,0.0,0.0
garfield-T恤,1.0,0.0,0.0,0.0
gap-鸭舌帽,1.0,1.0,1.0,1.0
gant-短袖T恤,1.0,1.0,0.3333,0.5
goyard-手提包,1.0,1.0,1.0,1.0
goyard-旅行袋,1.0,1.0,1.0,1.0
goyard-苹果手机保护壳/套,1.0,1.0,1.0,1.0
graff-耳环,1.0,0.0,0.0,0.0
gucci-耳钉,1.0,1.0,0.0588,0.1111
gucci-穆斯林头巾,1.0,1.0,1.0,1.0
gucci-礼品盒/编织袋/包装纸,1.0,1.0,1.0,1.0
gucci-眼镜盒,1.0,1.0,0.5,0.6667
gucci-皮鞋,1.0,1.0,0.25,0.4
gucci-男运动长裤,1.0,1.0,1.0,1.0
gucci-男运动套装,1.0,1.0,1.0,1.0
gucci-男士健身套装,1.0,1.0,1.0,1.0
gucci-牛仔长裤,1.0,0.0,0.0,0.0
gucci-沙滩裤,1.0,1.0,1.0,1.0
gucci-智能手表手环表带/腕带,1.0,1.0,0.1667,0.2857
gucci-手机包,1.0,1.0,0.25,0.4
gucci-户外床/折叠床,1.0,1.0,1.0,1.0
gucci-情侣家居服套装,1.0,1.0,1.0,1.0
gucci-家用牵引带,1.0,1.0,1.0,1.0
gucci-家居服套装,1.0,1.0,1.0,1.0
gucci-家居凉拖鞋,1.0,1.0,1.0,1.0
gucci-宠物服装/雨衣,1.0,1.0,1.0,1.0
gucci-女袜,1.0,1.0,0.1429,0.25
gucci-圆领卫衣,1.0,1.0,1.0,1.0
gucci-围巾/围脖,1.0,1.0,1.0,1.0
gucci-发夹,1.0,1.0,0.5,0.6667
gucci-其他连衣裙,1.0,1.0,0.3333,0.5
gucci-丝袜,1.0,1.0,1.0,1.0
gucci-丝巾,1.0,1.0,0.3333,0.5
gucci-T恤,1.0,1.0,0.3333,0.5
guardians_of_the_galaxy-现代装饰画,1.0,1.0,1.0,1.0
groot-其它手办,1.0,0.0,0.0,0.0
green_bay_packers-时尚/休闲套装,1.0,1.0,1.0,1.0
gant-短袖Polo衫,1.0,1.0,1.0,1.0
gant-沙滩裤,1.0,1.0,1.0,1.0
lacoste-圆领卫衣,1.0,1.0,1.0,1.0
fendi-耳钉,1.0,1.0,0.5,0.6667
ferrari-靴子,1.0,1.0,1.0,1.0
ferrari-苹果手机保护壳/套,1.0,1.0,1.0,1.0
ferrari-男式板鞋,1.0,1.0,0.5,0.6667
ferrari-牛仔长裤,1.0,1.0,1.0,1.0
ferrari-牛仔短裤,1.0,1.0,1.0,1.0
ferrari-沙滩裤,1.0,1.0,1.0,1.0
ferrari-时尚拖鞋,1.0,0.0,0.0,0.0
ferrari-时尚/休闲套装,1.0,1.0,1.0,1.0
ferrari-休闲皮鞋,1.0,1.0,1.0,1.0
ferrari-Polo衫,1.0,1.0,1.0,1.0
fendi-靴子,1.0,1.0,0.037,0.0714
fendi-阿拉伯女装,1.0,1.0,1.0,1.0
fendi-防晒袖套,1.0,1.0,1.0,1.0
fendi-连衣裙,1.0,0.0,0.0,0.0
fendi-礼帽,1.0,1.0,1.0,1.0
gant-时尚/休闲套装,1.0,1.0,1.0,1.0
fendi-眼镜盒,1.0,1.0,0.5,0.6667
fendi-皮带/腰带,1.0,1.0,1.0,1.0
fendi-框架眼镜,1.0,1.0,1.0,1.0
fendi-智能手表手环表带/腕带,1.0,1.0,0.3333,0.5
fendi-手链,1.0,1.0,1.0,1.0
fendi-户外面罩,1.0,1.0,1.0,1.0
fendi-床品套件/四件套/多件套,1.0,1.0,0.1667,0.2857
fendi-帆布鞋,1.0,1.0,1.0,1.0
fendi-女士跑步鞋,1.0,1.0,0.0769,0.1429
fendi-女士背包,1.0,1.0,0.25,0.4
fendi-女士睡衣/家居服套装,1.0,1.0,0.3333,0.5
fendi-凉拖鞋,1.0,1.0,0.3333,0.5
fendi-两件套,1.0,1.0,1.0,1.0
fendi-丝巾,1.0,1.0,1.0,1.0
fifa-T恤,1.0,1.0,1.0,1.0
fifa-男士足球服,1.0,1.0,1.0,1.0
fila-Polo衫,1.0,1.0,0.5,0.6667
fila-其它运动鞋,1.0,1.0,0.5,0.6667
friends-贴纸/贴画,1.0,0.0,0.0,0.0
friends-短袖T恤,1.0,0.0,0.0,0.0
fred_perry-时尚/休闲套装,1.0,1.0,1.0,1.0
fred-耳钉,1.0,0.0,0.0,0.0
fred-手镯,1.0,0.0,0.0,0.0
fred-手链,1.0,0.0,0.0,0.0
fred-戒指/指环,1.0,0.0,0.0,0.0
franco_moschino-指甲胶,1.0,0.0,0.0,0.0
franco_moschino-女士吊带/背心,1.0,1.0,1.0,1.0
franco_moschino-外穿背心/吊带,1.0,1.0,1.0,1.0
franco_moschino-圆领卫衣,1.0,1.0,1.0,1.0
franco_moschino-凉鞋,1.0,0.0,0.0,0.0
franco_moschino-其他手机保护壳/套,1.0,1.0,1.0,1.0
franck_muller-电子表,1.0,1.0,1.0,1.0
france-马克杯,1.0,0.0,0.0,0.0
france-运动套装,1.0,0.0,0.0,0.0
fortnite-笔记本个性小贴纸,1.0,0.0,0.0,0.0
fortnite-家居服套装,1.0,0.0,0.0,0.0
fortnite-儿童演出服,1.0,0.0,0.0,0.0
fortnite-Polo衫,1.0,0.0,0.0,0.0
ford-短袖Polo衫,1.0,0.0,0.0,0.0
fischer-贴纸/贴画,1.0,1.0,1.0,1.0
finishing_touch_flawless-遮瑕,1.0,0.0,0.0,0.0
fila-长袖衬衫,1.0,1.0,1.0,1.0
fila-运动鞋,1.0,1.0,0.2,0.3333
fila-棉布短裤,1.0,1.0,1.0,1.0
fila-时尚拖鞋,1.0,1.0,0.2,0.3333
fila-时尚/休闲套装,1.0,1.0,1.0,1.0
fila-帆布鞋,1.0,1.0,1.0,1.0
gucci-西装,1.0,1.0,0.25,0.4
gucci-车用钥匙扣,1.0,1.0,1.0,1.0
gucci-长袖Polo衫,1.0,1.0,1.0,1.0
iron_man-套装（不包含爬服类）,1.0,1.0,1.0,1.0
jeep-时尚/休闲套装,1.0,1.0,1.0,1.0
jbl-耳机(麦),1.0,1.0,1.0,1.0
jaguar-钥匙扣,1.0,0.0,0.0,0.0
jaguar-短袖Polo衫,1.0,0.0,0.0,0.0
jacquemus-斜挎包/拎包/腰包,1.0,1.0,1.0,1.0
jacquemus-宽沿帽/太阳帽,1.0,1.0,1.0,1.0
jacksonville_jaguars-马克杯,1.0,0.0,0.0,0.0
jack_wolfskin-短袖T恤,1.0,1.0,1.0,1.0
jack_wolfskin-男士背心,1.0,1.0,1.0,1.0
issey_miyake-男士背包,1.0,1.0,1.0,1.0
issey_miyake-其他收纳包,1.0,1.0,0.5,0.6667
iron_man-马克杯,1.0,0.0,0.0,0.0
iron_man-现代装饰画,1.0,0.0,0.0,0.0
iron_man-怀表,1.0,1.0,1.0,1.0
iron_man-创意玩偶,1.0,0.0,0.0,0.0
gucci-防晒袖套,1.0,0.0,0.0,0.0
iron_man-其他DIY饰品配件,1.0,1.0,1.0,1.0
iron_man-人偶/摆件/硬体公仔,1.0,1.0,1.0,1.0
invicta-机械表,1.0,0.0,0.0,0.0
inter_milan-短袖T恤,1.0,0.0,0.0,0.0
hunter_hunter-马克杯,1.0,0.0,0.0,0.0
hunter_hunter-绣画织画,1.0,0.0,0.0,0.0
hunter_hunter-短袖T恤,1.0,0.0,0.0,0.0
hulk-马克杯,1.0,0.0,0.0,0.0
hulk-现代装饰画,1.0,1.0,1.0,1.0
hulk-人偶/可动人偶,1.0,0.0,0.0,0.0
hugo_boss-连身衣/爬服/哈衣,1.0,1.0,1.0,1.0
hugo_boss-西装,1.0,1.0,1.0,1.0
hugo_boss-衬衫,1.0,1.0,1.0,1.0
hugo_boss-石英表,1.0,1.0,1.0,1.0
jil_sander-乐福鞋/单鞋,1.0,0.0,0.0,0.0
john_deere-时尚/休闲套装,1.0,0.0,0.0,0.0
johnson_johnson-耳机配件,1.0,0.0,0.0,0.0
jojos_bizarre_adventure-现代装饰画,1.0,0.0,0.0,0.0
lacoste-卫衣,1.0,1.0,1.0,1.0
lacoste-T恤,1.0,1.0,1.0,1.0
lacoste-S型连衣裙,1.0,1.0,1.0,1.0
ktm-帽子,1.0,0.0,0.0,0.0
kobe-马克杯,1.0,0.0,0.0,0.0
knvb-男士足球服,1.0,1.0,1.0,1.0
kenzo_takada-男运动长裤,1.0,1.0,1.0,1.0
kenzo_takada-男运动中长裤、短裤,1.0,1.0,1.0,1.0
kenzo_takada-外穿背心/吊带,1.0,1.0,1.0,1.0
kenzo_takada-休闲鞋,1.0,0.0,0.0,0.0
kenzo_takada-乐福鞋,1.0,1.0,1.0,1.0
kaws-项链,1.0,1.0,1.0,1.0
kaws-连衣裙,1.0,0.0,0.0,0.0
kaws-加绒棉拖鞋,1.0,1.0,1.0,1.0
kaws-其他手机保护壳/套,1.0,0.0,0.0,0.0
kaws-人偶/摆件/硬体公仔,1.0,1.0,1.0,1.0
karl_lagerfeld-时尚拖鞋,1.0,0.0,0.0,0.0
karl_lagerfeld-女士吊带/背心,1.0,0.0,0.0,0.0
kansas_city_chiefs-马克杯,1.0,1.0,1.0,1.0
kansas_city_chiefs-戒指/指环,1.0,1.0,1.0,1.0
juventus-马克杯,1.0,1.0,1.0,1.0
juventus-短袖Polo衫,1.0,1.0,1.0,1.0
juventus-男士足球服,1.0,1.0,0.5,0.6667
juventus-Polo衫,1.0,1.0,1.0,1.0
just_do_it-马克杯,1.0,0.0,0.0,0.0
just_do_it-短袖Polo衫,1.0,1.0,1.0,1.0
just_do_it-休闲长裤,1.0,1.0,1.0,1.0
jurassic_park-马克杯,1.0,0.0,0.0,0.0
jurassic_park-T恤,1.0,0.0,0.0,0.0
hugo_boss-男士跑步鞋,1.0,1.0,1.0,1.0
hugo_boss-女装卫衣,1.0,1.0,1.0,1.0
hugo_boss-夹克/外套,1.0,1.0,1.0,1.0
helly_hansen-风衣,1.0,0.0,0.0,0.0
helly_hansen-沙滩裤,1.0,0.0,0.0,0.0
helly_hansen-休闲短裤,1.0,0.0,0.0,0.0
hello_kitty-项坠/吊坠,1.0,1.0,1.0,1.0
hello_kitty-门把手套,1.0,1.0,1.0,1.0
hello_kitty-迷你风扇,1.0,1.0,1.0,1.0
hello_kitty-贴纸,1.0,1.0,1.0,1.0
hello_kitty-笔记本个性小贴纸,1.0,1.0,1.0,1.0
hello_kitty-短袖T恤,1.0,1.0,1.0,1.0
hello_kitty-游泳镜,1.0,1.0,1.0,1.0
hello_kitty-气球,1.0,1.0,1.0,1.0
hello_kitty-枕套,1.0,1.0,1.0,1.0
hello_kitty-时尚拖鞋,1.0,1.0,1.0,1.0
hello_kitty-手链,1.0,1.0,1.0,1.0
hello_kitty-户外面罩,1.0,1.0,1.0,1.0
hello_kitty-套装（不包含爬服类）,1.0,1.0,0.5,0.6667
hello_kitty-凉鞋,1.0,0.0,0.0,0.0
hello_kitty-其它节庆用品,1.0,1.0,1.0,1.0
hello_kitty-其它手办,1.0,1.0,1.0,1.0
hello_kitty-儿童成套桌椅,1.0,1.0,1.0,1.0
hello_kitty-T恤,1.0,1.0,1.0,1.0
harry_winston-手链,1.0,0.0,0.0,0.0
harry_potter-其它手办,1.0,0.0,0.0,0.0
harley_davidson-长袖衬衫,1.0,1.0,1.0,1.0
harley_davidson-短袖Polo衫,1.0,1.0,1.0,1.0
halloween-马克杯,1.0,0.0,0.0,0.0
guess-马克杯,1.0,1.0,1.0,1.0
guess-外穿背心/吊带,1.0,1.0,1.0,1.0
guess-单肩包,1.0,1.0,0.5,0.6667
gucci-马克杯,1.0,1.0,0.1429,0.25
helly_hansen-短袖Polo衫,1.0,0.0,0.0,0.0
hermes-丝巾,1.0,1.0,1.0,1.0
hugo_boss-T恤,1.0,1.0,1.0,1.0
hermes-休闲皮鞋,1.0,1.0,0.5,0.6667
hugo_boss-S型连衣裙,1.0,1.0,1.0,1.0
hufflepuff-苹果手机保护壳/套,1.0,0.0,0.0,0.0
hp-有线鼠标,1.0,1.0,1.0,1.0
houston_texans-时尚/休闲套装,1.0,1.0,1.0,1.0
houston_rockets-男运动中长裤、短裤,1.0,1.0,1.0,1.0
houston_rockets-凉拖鞋,1.0,1.0,1.0,1.0
honda-帽子,1.0,1.0,1.0,1.0
hollywood-短袖T恤,1.0,0.0,0.0,0.0
hocus_pocus-马克杯,1.0,0.0,0.0,0.0
hermes-鸭舌帽,1.0,1.0,0.5,0.6667
hermes-餐具瓷器套装,1.0,1.0,1.0,1.0
hermes-草帽,1.0,0.0,0.0,0.0
hermes-礼品盒/编织袋/包装纸,1.0,1.0,1.0,1.0
hermes-眼镜盒,1.0,1.0,1.0,1.0
hermes-现代装饰画,1.0,1.0,0.1667,0.2857
hermes-桌布/桌旗/桌椅套/椅垫,1.0,1.0,1.0,1.0
hermes-无模特套装,1.0,1.0,1.0,1.0
hermes-披肩,1.0,1.0,1.0,1.0
hermes-手镯,1.0,0.0,0.0,0.0
hermes-手机包,1.0,1.0,1.0,1.0
hermes-手提包,1.0,1.0,1.0,1.0
hermes-帆布鞋,1.0,0.0,0.0,0.0
hermes-宽沿帽/太阳帽,1.0,1.0,0.3333,0.5
hermes-坡跟凉鞋,1.0,1.0,0.5,0.6667
hermes-发绳,1.0,1.0,1.0,1.0
hermes-发夹,1.0,1.0,1.0,1.0
hermes-包挂件,1.0,1.0,1.0,1.0
hermes-凉鞋,1.0,0.0,0.0,0.0
hermes-保温杯,1.0,1.0,1.0,1.0
zara-高跟鞋,1.0,0.0,0.0,0.0
